city,state_id,state_name,lat,lng,population,id
Royal Oak,MI,Michigan,42.5084,-83.1539,59277,1840002430
Cupertino,CA,California,37.3168,-122.0465,59276,1840018950
La Mesa,CA,California,32.7703,-117.0204,59249,1840020625
Benton Harbor,MI,Michigan,42.1159,-86.4488,59216,1840003215
St. Clair Shores,MI,Michigan,42.4921,-82.8957,58984,1840003093
Des Plaines,IL,Illinois,42.0345,-87.9009,58899,1840007032
Lewiston,ME,Maine,44.0915,-70.1681,58802,1840000320
Margate,FL,Florida,26.2466,-80.2119,58796,1840015999
Midland,MI,Michigan,43.6241,-84.2319,58787,1840002660
Carson City,NV,Nevada,39.1512,-119.7474,58756,1840003826
Bowie,MD,Maryland,38.9569,-76.7409,58643,1840005970
Middletown,NY,New York,41.4459,-74.4236,58592,1840000585
Caldwell,ID,Idaho,43.6453,-116.6591,58481,1840018641
San Rafael,CA,California,37.9905,-122.5222,58440,1840021513
Richland,WA,Washington,46.2824,-119.2938,58225,1840019889
St. Peters,MO,Missouri,38.7824,-90.6061,58212,1840009721
Wesley Chapel,FL,Florida,28.2106,-82.3238,58208,1840014118
Hendersonville,TN,Tennessee,36.3063,-86.5998,58113,1840014419
White Plains,NY,New York,41.022,-73.7549,58109,1840003477
Huntersville,NC,North Carolina,35.4058,-80.8727,58098,1840016349
Santee,CA,California,32.8554,-116.9851,58081,1840021992
Jefferson City,MO,Missouri,38.5676,-92.1759,58025,1840008615
Beckley,WV,West Virginia,37.7878,-81.1841,57942,1840006350
Arcadia,CA,California,34.1342,-118.0373,57939,1840019223
Titusville,FL,Florida,28.5727,-80.8193,57891,1840015962
Cartersville,GA,Georgia,34.1639,-84.8007,57873,1840014701
Walla Walla,WA,Washington,46.067,-118.3366,57860,1840021174
Orland Park,IL,Illinois,41.6074,-87.8619,57857,1840011310
Towson,MD,Maryland,39.3944,-76.619,57817,1840005695
Weymouth,MA,Massachusetts,42.1984,-70.9466,57746,1840132442
Parker,CO,Colorado,39.5084,-104.7753,57706,1840022454
Palm Beach Gardens,FL,Florida,26.8466,-80.1679,57704,1840015125
Bozeman,MT,Montana,45.6832,-111.0552,57695,1840018509
East Stroudsburg,PA,Pennsylvania,41.0023,-75.1779,57577,1840003507
Huntington Park,CA,California,33.98,-118.2167,57509,1840019235
Taunton,MA,Massachusetts,41.9036,-71.0943,57464,1840003220
Midwest City,OK,Oklahoma,35.463,-97.3709,57407,1840020425
Medford,MA,Massachusetts,42.4234,-71.1087,57341,1840000431
Goldsboro,NC,North Carolina,35.3778,-77.972,57278,1840013432
Euless,TX,Texas,32.8508,-97.0799,57197,1840020693
Manhattan,KS,Kansas,39.1886,-96.6046,57046,1840001589
Shoreline,WA,Washington,47.7564,-122.3426,57027,1840021118
Lake Havasu City,AZ,Arizona,34.5006,-114.3113,56820,1840021044
Smyrna,GA,Georgia,33.8633,-84.5168,56666,1840015634
Cape Girardeau,MO,Missouri,37.3108,-89.5597,56551,1840007598
Tamiami,FL,Florida,25.7556,-80.4016,56225,1840029085
Kendale Lakes,FL,Florida,25.7081,-80.4078,56182,1840029045
Grants Pass,OR,Oregon,42.4333,-123.3317,55837,1840020087
Blue Springs,MO,Missouri,39.0124,-94.2721,55829,1840007396
Southaven,MS,Mississippi,34.9514,-89.9787,55780,1840015519
Tinley Park,IL,Illinois,41.567,-87.805,55773,1840011331
Diamond Bar,CA,California,33.9991,-117.8161,55720,1840019244
Pittsfield,MA,Massachusetts,42.4517,-73.2605,55697,1840003116
Eagle Pass,TX,Texas,28.7125,-100.484,55686,1840019690
New Brunswick,NJ,New Jersey,40.487,-74.445,55676,1840001339
Lenexa,KS,Kansas,38.9609,-94.8018,55625,1840001639
Hazleton,PA,Pennsylvania,40.9504,-75.9724,55604,1840000753
Twin Falls,ID,Idaho,42.5645,-114.4615,55556,1840021301
Brookhaven,GA,Georgia,33.8744,-84.3314,55554,1840029224
Novato,CA,California,38.092,-122.5576,55516,1840020260
Tigard,OR,Oregon,45.4237,-122.7845,55514,1840021206
Highland,CA,California,34.1113,-117.1654,55417,1840020405
Fountain Valley,CA,California,33.7105,-117.9514,55357,1840020575
Dearborn Heights,MI,Michigan,42.3164,-83.2769,55353,1840003970
Grapevine,TX,Texas,32.9343,-97.0744,55281,1840020697
Fond du Lac,WI,Wisconsin,43.7718,-88.4396,55209,1840002603
Hacienda Heights,CA,California,33.997,-117.9728,55188,1840017921
Ithaca,NY,New York,42.4442,-76.5032,55137,1840000442
Apple Valley,MN,Minnesota,44.7457,-93.2006,55135,1840006768
Chicopee,MA,Massachusetts,42.1764,-72.5719,55126,1840000462
Oak Lawn,IL,Illinois,41.7139,-87.7528,55022,1840011306
Cathedral City,CA,California,33.8363,-116.4642,55007,1840019293
Delano,CA,California,35.767,-119.2637,54917,1840019151
Bentonville,AR,Arkansas,36.3546,-94.2306,54909,1840013319
Stonecrest,GA,Georgia,33.6842,-84.1372,54903,1840029466
Kettering,OH,Ohio,39.6957,-84.1495,54855,1840003783
Colton,CA,California,34.0538,-117.3254,54824,1840019120
Kingston,NY,New York,41.9295,-73.9968,54791,1840000493
West Haven,CT,Connecticut,41.2739,-72.9672,54620,1840004852
St. Cloud,FL,Florida,28.2294,-81.2829,54579,1840015971
Normal,IL,Illinois,40.5218,-88.9881,54469,1840009401
Berwyn,IL,Illinois,41.8433,-87.7909,54391,1840007027
Milford,CT,Connecticut,41.2256,-73.0616,54328,1840028594
Aloha,OR,Oregon,45.492,-122.8726,54287,1840017414
Arroyo Grande,CA,California,35.1241,-120.5845,54177,1840019125
Minnetonka,MN,Minnesota,44.9322,-93.4598,54064,1840007831
Rosemead,CA,California,34.0689,-118.0823,54058,1840020495
Paramount,CA,California,33.8976,-118.1652,53955,1840020504
Yucaipa,CA,California,34.0336,-117.0429,53921,1840021732
Brunswick,GA,Georgia,31.145,-81.474,53914,1840013875
Williamsport,PA,Pennsylvania,41.2398,-77.0371,53861,1840000637
Elyria,OH,Ohio,41.3761,-82.1063,53757,1840000643
Leesburg,VA,Virginia,39.1058,-77.5544,53727,1840005872
Mount Prospect,IL,Illinois,42.0641,-87.9375,53719,1840011300
Pinellas Park,FL,Florida,27.8589,-82.7078,53637,1840015112
Bellevue,NE,Nebraska,41.1535,-95.9357,53544,1840007142
West Sacramento,CA,California,38.5557,-121.5504,53519,1840021483
Apopka,FL,Florida,28.7014,-81.5304,53447,1840014093
Lewiston,ID,Idaho,46.3934,-116.9934,53384,1840019897
Grand Island,NE,Nebraska,40.9214,-98.3584,53296,1840000956
Palm Desert,CA,California,33.7378,-116.3695,53275,1840020555
Milford city ,CT,Connecticut,41.2256,-73.0625,53195,1840028605
Watertown,NY,New York,43.9734,-75.9094,53163,1840002200
Little Elm,TX,Texas,33.1856,-96.929,53126,1840020640
Chambersburg,PA,Pennsylvania,39.9315,-77.6556,53083,1840001410
Revere,MA,Massachusetts,42.4192,-71.0036,53073,1840000457
Peabody,MA,Massachusetts,42.5335,-70.9724,53070,1840000414
Wylie,TX,Texas,33.0362,-96.5161,53067,1840022018
Beaufort,SC,South Carolina,32.4597,-80.7235,53051,1840013818
Aspen Hill,MD,Maryland,39.0928,-77.0823,53049,1840005825
DeSoto,TX,Texas,32.5992,-96.8633,52988,1840019441
Helena,MT,Montana,46.5965,-112.0202,52936,1840019820
Edina,MN,Minnesota,44.8914,-93.3602,52857,1840007822
Wheaton,IL,Illinois,41.8561,-88.1083,52745,1840010166
West New York,NJ,New Jersey,40.7856,-74.0093,52723,1840001035
Hoboken,NJ,New Jersey,40.7453,-74.0279,52677,1840003599
Lacey,WA,Washington,47.046,-122.7934,52592,1840019866
Summerville,SC,South Carolina,33.0015,-80.1799,52549,1840016886
Oak Park,IL,Illinois,41.8872,-87.7899,52381,1840011307
Maricopa,AZ,Arizona,33.0404,-112.0006,52127,1840020629
Lompoc,CA,California,34.6618,-120.4714,52020,1840020468
Kentwood,MI,Michigan,42.8852,-85.5925,51898,1840002930
Levittown,PA,Pennsylvania,40.1537,-74.853,51818,1840005408
Sierra Vista,AZ,Arizona,31.563,-110.3153,51731,1840022103
Levittown,NY,New York,40.7241,-73.5125,51634,1840005270
Madison,AL,Alabama,34.7114,-86.7626,51593,1840015524
Smyrna,TN,Tennessee,35.9722,-86.5253,51586,1840017758
Glendora,CA,California,34.1449,-117.8468,51544,1840020484
Burien,WA,Washington,47.4762,-122.3394,51500,1840018420
Perth Amboy,NJ,New Jersey,40.5203,-74.2724,51390,1840001340
Herriman,UT,Utah,40.4899,-112.0171,51348,1840020155
Farmington,NM,New Mexico,36.7555,-108.1823,51309,1840020349
New Bern,NC,North Carolina,35.0955,-77.0723,51308,1840014591
Placentia,CA,California,33.8807,-117.8553,51233,1840020583
Hinesville,GA,Georgia,31.8247,-81.6135,51206,1840014931
Beaumont,CA,California,33.9076,-116.9766,51063,1840019298
Collierville,TN,Tennessee,35.0471,-89.6988,51040,1840016403
West Lafayette,IN,Indiana,40.4432,-86.9239,50996,1840010430
Florissant,MO,Missouri,38.7996,-90.3269,50952,1840008586
Hoffman Estates,IL,Illinois,42.0639,-88.1468,50932,1840011263
Queen Creek,AZ,Arizona,33.2386,-111.6343,50890,1840021944
Aliso Viejo,CA,California,33.5792,-117.7289,50887,1840019321
Kannapolis,NC,North Carolina,35.4764,-80.6403,50841,1840014560
Methuen Town,MA,Massachusetts,42.734,-71.1889,50706,1840031195
Sahuarita,AZ,Arizona,31.9323,-110.9654,50616,1840022102
Traverse City,MI,Michigan,44.7547,-85.6035,50522,1840003946
Severn,MD,Maryland,39.1355,-76.6958,50496,1840005925
Catalina Foothills,AZ,Arizona,32.3041,-110.8835,50454,1840018110
Galveston,TX,Texas,29.2487,-94.891,50446,1840020970
Country Club,FL,Florida,25.9407,-80.3102,50431,1840029029
Cookeville,TN,Tennessee,36.1484,-85.5114,50408,1840014470
Mishawaka,IN,Indiana,41.6736,-86.1669,50363,1840014695
Rowland Heights,CA,California,33.9716,-117.8911,50347,1840019211
Plainfield,NJ,New Jersey,40.6154,-74.4157,50317,1840001090
Bullhead City,AZ,Arizona,35.1205,-114.546,50309,1840019748
Stillwater,OK,Oklahoma,36.1316,-97.074,50299,1840021675
Forney,TX,Texas,32.744,-96.4529,50251,1840020734
Wheaton,MD,Maryland,39.0492,-77.0572,50229,1840031295
Azusa,CA,California,34.1386,-117.9124,49974,1840019226
North Bethesda,MD,Maryland,39.0393,-77.1191,49872,1840031494
Cerritos,CA,California,33.8677,-118.0686,49859,1840019215
Ashburn,VA,Virginia,39.03,-77.4711,49848,1840024495
Bloomsburg,PA,Pennsylvania,41.0027,-76.4561,49840,1840000811
Morehead City,NC,North Carolina,34.7308,-76.7387,49760,1840016482
Coral Gables,FL,Florida,25.7037,-80.2715,49700,1840015147
Enid,OK,Oklahoma,36.4061,-97.8701,49688,1840020373
Lakewood,OH,Ohio,41.4824,-81.8008,49678,1840000608
Oroville,CA,California,39.4999,-121.5634,49513,1840020182
Wilson,NC,North Carolina,35.7312,-77.9284,49483,1840015383
Lawrence,IN,Indiana,39.8674,-85.9905,49462,1840008434
Portage,MI,Michigan,42.2,-85.5906,49445,1840003183
Minot,ND,North Dakota,48.2375,-101.2781,49425,1840000053
Dunwoody,GA,Georgia,33.9418,-84.3122,49356,1840022929
Poway,CA,California,32.9871,-117.0201,49323,1840020624
San Jacinto,CA,California,33.797,-116.9916,49215,1840021936
Troy,NY,New York,42.7354,-73.6751,49154,1840003087
Newark,CA,California,37.5204,-122.0312,49149,1840020295
Cuyahoga Falls,OH,Ohio,41.1641,-81.5207,49106,1840000795
Downers Grove,IL,Illinois,41.7949,-88.017,49057,1840011404
Bedford,TX,Texas,32.8464,-97.135,49049,1840019424
Reedley,CA,California,36.5987,-119.4473,49042,1840020320
Dublin,OH,Ohio,40.1112,-83.1454,49037,1840008389
Marana,AZ,Arizona,32.4355,-111.1558,49030,1840023057
Cypress,CA,California,33.8171,-118.0386,49006,1840019327
Hollister,CA,California,36.8563,-121.3981,48992,1840020354
Murray,UT,Utah,40.6498,-111.8874,48917,1840020159
Roswell,NM,New Mexico,33.373,-104.5294,48889,1840020549
Pascagoula,MS,Mississippi,30.3665,-88.5507,48869,1840015018
Tuckahoe,VA,Virginia,37.5878,-77.5858,48799,1840006395
Ceres,CA,California,37.5953,-120.9625,48706,1840018910
St. Louis Park,MN,Minnesota,44.9488,-93.3649,48662,1840008935
Rio Grande City,TX,Texas,26.3808,-98.8215,48610,1840021016
Draper,UT,Utah,40.4957,-111.8605,48587,1840018747
Palm Springs,CA,California,33.8017,-116.5382,48518,1840020556
Paducah,KY,Kentucky,37.0711,-88.6436,48481,1840014388
Findlay,OH,Ohio,41.0467,-83.6379,48469,1840000886
University,FL,Florida,28.0771,-82.4335,48436,1840073852
Bel Air South,MD,Maryland,39.5051,-76.3197,48425,1840073592
Antelope,CA,California,38.7153,-121.361,48398,1840022490
Kyle,TX,Texas,29.9937,-97.8859,48393,1840020907
Monroe,MI,Michigan,41.9154,-83.385,48317,1840003987
Lincoln,CA,California,38.8759,-121.2916,48275,1840020231
Ocoee,FL,Florida,28.5787,-81.5338,48263,1840015098
Burleson,TX,Texas,32.517,-97.3343,48225,1840019467
La Mirada,CA,California,33.9025,-118.0093,48183,1840020512
Farmers Branch,TX,Texas,32.9272,-96.8804,48158,1840020706
East Lansing,MI,Michigan,42.748,-84.4835,48145,1840003101
Uniontown,PA,Pennsylvania,39.8994,-79.7244,48137,1840000671
Jeffersonville,IN,Indiana,38.3376,-85.7026,48126,1840008642
Winder,GA,Georgia,33.9917,-83.7218,48125,1840015623
Wauwatosa,WI,Wisconsin,43.0615,-88.0347,48118,1840003033
Littleton,CO,Colorado,39.5915,-105.0188,48065,1840020213
Cumberland,MD,Maryland,39.6515,-78.7585,47980,1840005621
Cedar Hill,TX,Texas,32.581,-96.9591,47930,1840019433
Carrollton,GA,Georgia,33.5817,-85.0837,47920,1840014801
Rancho Santa Margarita,CA,California,33.6318,-117.5989,47896,1840020584
Beavercreek,OH,Ohio,39.731,-84.0624,47741,1840007312
Niagara Falls,NY,New York,43.0921,-79.0147,47720,1840000371
McLean,VA,Virginia,38.9436,-77.1943,47682,1840006018
North Highlands,CA,California,38.6713,-121.3721,47661,1840018841
East Providence,RI,Rhode Island,41.8065,-71.3565,47618,1840003288
Florin,CA,California,38.4832,-121.4042,47555,1840017581
East Honolulu,HI,Hawaii,21.2975,-157.7211,47540,1840039181
Chesterfield,MO,Missouri,38.6588,-90.5804,47538,1840007446
Covina,CA,California,34.0903,-117.8817,47450,1840019241
Bothell,WA,Washington,47.7735,-122.2044,47415,1840018419
Glenview,IL,Illinois,42.0825,-87.8216,47308,1840011280
Mentor,OH,Ohio,41.6895,-81.3361,47262,1840000539
Keller,TX,Texas,32.9337,-97.2255,47213,1840019428
Danville,IL,Illinois,40.1423,-87.6114,47059,1840007235
Spring Hill,TN,Tennessee,35.7438,-86.9116,47042,1840015386
Roseville,MI,Michigan,42.5074,-82.9369,47018,1840003092
Elmhurst,IL,Illinois,41.8973,-87.9432,46746,1840008142
New Philadelphia,OH,Ohio,40.486,-81.4402,46698,1840001281
Sandusky,OH,Ohio,41.4437,-82.7149,46655,1840003433
El Dorado Hills,CA,California,38.675,-121.049,46593,1840017565
Salina,KS,Kansas,38.8137,-97.6143,46550,1840001647
Euclid,OH,Ohio,41.5904,-81.5188,46550,1840000600
Kingman,AZ,Arizona,35.217,-114.0105,46524,1840021043
Everett,MA,Massachusetts,42.4064,-71.0545,46451,1840000425
Farmington,MO,Missouri,37.7821,-90.4288,46331,1840008686
Weatherford,TX,Texas,32.7536,-97.7723,46268,1840022041
Middletown,CT,Connecticut,41.5476,-72.6549,46258,1840004844
Roseburg,OR,Oregon,43.2232,-123.3518,46228,1840020034
Biloxi,MS,Mississippi,30.4422,-88.9512,46212,1840013948
Leavenworth,KS,Kansas,39.3239,-94.924,46192,1840001591
Fort Pierce,FL,Florida,27.4256,-80.3431,46103,1840014178
Winter Garden,FL,Florida,28.5421,-81.5966,46051,1840015965
Oro Valley,AZ,Arizona,32.4208,-110.9768,46044,1840023058
Morgan Hill,CA,California,37.1326,-121.6417,45952,1840020331
Potomac,MD,Maryland,39.0141,-77.1943,45940,1840005837
Pinehurst,NC,North Carolina,35.1922,-79.4684,45935,1840017852
Danville,VA,Virginia,36.5831,-79.4087,45890,1840003878
Rockwall,TX,Texas,32.9169,-96.4377,45888,1840020717
Coachella,CA,California,33.6905,-116.143,45743,1840019294
Wake Forest,NC,North Carolina,35.9629,-78.5141,45629,1840016199
Pearl City,HI,Hawaii,21.4031,-157.9566,45605,1840023251
Tupelo,MS,Mississippi,34.2692,-88.7318,45466,1840015561
Attleboro,MA,Massachusetts,41.9311,-71.295,45237,1840000496
Pine Bluff,AR,Arkansas,34.2116,-92.0178,45204,1840014699
Oakland Park,FL,Florida,26.178,-80.1528,45202,1840015139
Marion,OH,Ohio,40.5933,-83.1237,45181,1840008332
Hilo,HI,Hawaii,19.6886,-155.0864,45056,1840023193
Lufkin,TX,Texas,31.3217,-94.7277,44867,1840020840
Altadena,CA,California,34.1928,-118.1345,44850,1840017918
Manitowoc,WI,Wisconsin,44.0991,-87.6811,44770,1840002213
Lake Ridge,VA,Virginia,38.6843,-77.3059,44716,1840006099
Selma,CA,California,36.5715,-119.6143,44703,1840021567
Strongsville,OH,Ohio,41.3128,-81.8313,44660,1840003415
Danville,CA,California,37.8121,-121.9698,44510,1840021532
Quincy,IL,Illinois,39.9335,-91.3799,44466,1840009466
Lancaster,OH,Ohio,39.7249,-82.6049,44447,1840003781
Riverton,UT,Utah,40.5177,-111.9635,44440,1840020157
The Colony,TX,Texas,33.0925,-96.8977,44438,1840022005
Urbandale,IA,Iowa,41.639,-93.7813,44379,1840010184
Plainfield,IL,Illinois,41.6206,-88.2252,44308,1840011495
Lombard,IL,Illinois,41.8742,-88.0157,44303,1840011402
Prescott,AZ,Arizona,34.585,-112.4475,44299,1840020436
North Lauderdale,FL,Florida,26.2113,-80.2209,44262,1840015138
Eureka,CA,California,40.7942,-124.1568,44236,1840009558
Hackensack,NJ,New Jersey,40.889,-74.0461,44188,1840003556
Sayreville,NJ,New Jersey,40.4656,-74.3237,44173,1840001332
Altamonte Springs,FL,Florida,28.6615,-81.3953,44143,1840014072
Del Rio,TX,Texas,29.3708,-100.88,44121,1840019607
Cleveland Heights,OH,Ohio,41.5112,-81.5636,43992,1840000597
Bountiful,UT,Utah,40.8722,-111.8647,43981,1840018737
Desert Hot Springs,CA,California,33.9551,-116.543,43914,1840019306
Peachtree Corners,GA,Georgia,33.967,-84.2319,43905,1840029447
Haltom City,TX,Texas,32.8176,-97.2707,43874,1840020698
Ormond Beach,FL,Florida,29.296,-81.1003,43759,1840015076
Cutler Bay,FL,Florida,25.5765,-80.3356,43718,1840017276
Trujillo Alto,PR,Puerto Rico,18.3601,-66.0103,43703,1630023656
Adrian,MI,Michigan,41.8994,-84.0446,43689,1840003226
Goose Creek,SC,South Carolina,32.9925,-80.0054,43665,1840013761
Moorhead,MN,Minnesota,46.8673,-96.7461,43652,1840007731
Westfield,IN,Indiana,40.0333,-86.1532,43649,1840010500
Concord,NH,New Hampshire,43.2305,-71.5595,43627,1840002747
Annandale,VA,Virginia,38.8324,-77.196,43295,1840006011
Rohnert Park,CA,California,38.348,-122.6964,43291,1840020243
Brea,CA,California,33.9254,-117.8656,43255,1840019323
Klamath Falls,OR,Oregon,42.2191,-121.7754,43246,1840020054
Salem,MA,Massachusetts,42.5129,-70.902,43226,1840000410
Channelview,TX,Texas,29.7914,-95.1145,43055,1840018253
North Miami Beach,FL,Florida,25.9302,-80.166,43041,1840015155
Whitney,NV,Nevada,36.1005,-115.038,42973,1840033834
Freeport,NY,New York,40.6515,-73.585,42956,1840005288
Centralia,WA,Washington,46.7226,-122.9696,42922,1840018471
Gallatin,TN,Tennessee,36.3782,-86.4696,42918,1840013295
Stevens Point,WI,Wisconsin,44.5241,-89.5508,42837,1840002320
San Bruno,CA,California,37.6254,-122.4313,42807,1840021549
Burke,VA,Virginia,38.7773,-77.2633,42806,1840006014
Brentwood,TN,Tennessee,35.9918,-86.7758,42783,1840013381
North Fort Myers,FL,Florida,26.7243,-81.8491,42770,1840014222
Hicksville,NY,New York,40.7637,-73.5245,42709,1840005266
West Babylon,NY,New York,40.7112,-73.3567,42665,1840005109
Edmonds,WA,Washington,47.8115,-122.3533,42605,1840037645
Apache Junction,AZ,Arizona,33.3985,-111.5351,42571,1840019365
Fairfield,OH,Ohio,39.3301,-84.5409,42558,1840003802
Oakley,CA,California,37.9929,-121.6951,42543,1840020279
Hutchinson,KS,Kansas,38.0671,-97.9081,42531,1840001673
Greenwood,SC,South Carolina,34.1945,-82.1542,42429,1840013626
Richmond,IN,Indiana,39.8318,-84.8905,42373,1840014176
Linden,NJ,New Jersey,40.6251,-74.2381,42361,1840001094
Puyallup,WA,Washington,47.1794,-122.2902,42361,1840019859
Huntsville,TX,Texas,30.705,-95.5544,42241,1840019565
Urbana,IL,Illinois,40.1106,-88.1972,42214,1840010451
Beverly,MA,Massachusetts,42.5681,-70.8627,42174,1840000411
Clovis,NM,New Mexico,34.4376,-103.1923,42168,1840019195
Statesboro,GA,Georgia,32.4376,-81.775,42102,1840015801
Hobbs,NM,New Mexico,32.7282,-103.16,42095,1840020616
McMinnville,OR,Oregon,45.211,-123.1918,42062,1840019956
Schertz,TX,Texas,29.5649,-98.2537,42042,1840022213
Bell Gardens,CA,California,33.9663,-118.155,42012,1840019229
Oviedo,FL,Florida,28.658,-81.1872,41860,1840015089
Odenton,MD,Maryland,39.0661,-76.6939,41846,1840005912
Grove City,OH,Ohio,39.8659,-83.0694,41820,1840007264
Campbell,CA,California,37.2802,-121.9538,41793,1840018949
Wentzville,MO,Missouri,38.8152,-90.8667,41784,1840010717
Woonsocket,RI,Rhode Island,42.001,-71.4993,41751,1840003290
La Quinta,CA,California,33.6536,-116.2785,41748,1840020559
Weslaco,TX,Texas,26.1648,-97.9898,41629,1840022258
Zanesville,OH,Ohio,39.9565,-82.0132,41589,1840001496
Newnan,GA,Georgia,33.3766,-84.7761,41581,1840014833
Shakopee,MN,Minnesota,44.7744,-93.4764,41570,1840008955
Brighton,CO,Colorado,39.9716,-104.7964,41554,1840018784
Catonsville,MD,Maryland,39.2646,-76.7424,41547,1840005679
Rancho Palos Verdes,CA,California,33.7554,-118.3637,41530,1840020508
Mableton,GA,Georgia,33.8132,-84.5656,41487,1840013690
Coppell,TX,Texas,32.9638,-96.9905,41421,1840019439
Linton Hall,VA,Virginia,38.7551,-77.575,41386,1840006100
Moline,IL,Illinois,41.4821,-90.4921,41356,1840008181
Delaware,OH,Ohio,40.2866,-83.0747,41283,1840007237
Westfield,MA,Massachusetts,42.1382,-72.7561,41204,1840000463
Shelton,CT,Connecticut,41.306,-73.1383,41129,1840004840
Greenacres,FL,Florida,26.6272,-80.1371,41117,1840036057
Westerville,OH,Ohio,40.1241,-82.9209,41103,1840003763
Manassas,VA,Virginia,38.7479,-77.4839,41085,1840003839
Kearny,NJ,New Jersey,40.7528,-74.1202,41058,1840003601
Los Banos,CA,California,37.063,-120.8406,41036,1840020312
Richmond,KY,Kentucky,37.7306,-84.2926,40972,1840014341
Spanish Fork,UT,Utah,40.1101,-111.6406,40913,1840021398
Belleville,IL,Illinois,38.5165,-89.99,40897,1840007486
Maplewood,MN,Minnesota,44.9842,-93.0247,40885,1840008937
Wilkes-Barre,PA,Pennsylvania,41.2468,-75.8759,40766,1840000777
Pottsville,PA,Pennsylvania,40.6798,-76.2092,40685,1840002775
Columbia,TN,Tennessee,35.6235,-87.0486,40663,1840014518
Bartlett,IL,Illinois,41.9803,-88.2069,40647,1840011246
Bluefield,WV,West Virginia,37.2608,-81.2143,40640,1840006401
Fitchburg,MA,Massachusetts,42.5912,-71.8156,40638,1840000435
Marion,IN,Indiana,40.5496,-85.66,40588,1840013868
Cedar Falls,IA,Iowa,42.5195,-92.4534,40536,1840006946
Buffalo Grove,IL,Illinois,42.1673,-87.9616,40494,1840010143
Jamestown,NY,New York,42.0975,-79.2366,40493,1840000446
Woodlawn,MD,Maryland,39.3054,-76.7489,40469,1840005697
Clarksburg,WV,West Virginia,39.2863,-80.323,40403,1840005767
Royal Palm Beach,FL,Florida,26.7038,-80.2241,40396,1840018309
Marion,IA,Iowa,42.045,-91.5846,40359,1840008099
Covington,KY,Kentucky,39.0334,-84.5166,40341,1840014263
Coram,NY,New York,40.8813,-73.0059,40311,1840005032
Friendswood,TX,Texas,29.5111,-95.1979,40290,1840020969
Indian Trail,NC,North Carolina,35.0698,-80.6457,40252,1840016453
Woburn,MA,Massachusetts,42.4869,-71.1543,40228,1840003124
The Acreage,FL,Florida,26.7741,-80.2779,40177,1840026061
Holyoke,MA,Massachusetts,42.2125,-72.6411,40117,1840000465
Montclair,CA,California,34.0714,-117.698,40083,1840020408
South Valley,NM,New Mexico,35.0092,-106.6819,40080,1840033724
Torrington,CT,Connecticut,41.8349,-73.1281,40003,1840004770
Cedar City,UT,Utah,37.6834,-113.0956,39995,1840018895
San Gabriel,CA,California,34.0948,-118.099,39899,1840021862
Hallandale Beach,FL,Florida,25.9854,-80.1423,39847,1840014237
Crystal Lake,IL,Illinois,42.2333,-88.3351,39829,1840006969
Calexico,CA,California,32.6849,-115.4944,39825,1840019379
Lake Oswego,OR,Oregon,45.413,-122.7003,39822,1840019955
Amherst,MA,Massachusetts,42.3645,-72.5069,39814,1840053454
Muskogee,OK,Oklahoma,35.7431,-95.3568,39789,1840020401
Romeoville,IL,Illinois,41.6318,-88.0996,39746,1840011489
Plant City,FL,Florida,28.014,-82.1201,39744,1840015115
Keizer,OR,Oregon,45.0029,-123.0241,39713,1840018581
New Berlin,WI,Wisconsin,42.9726,-88.1291,39691,1840003025
Chelsea,MA,Massachusetts,42.3959,-71.0325,39690,1840000456
La Puente,CA,California,34.0323,-117.9533,39614,1840020513
Roy,UT,Utah,41.1715,-112.0485,39613,1840020132
Security-Widefield,CO,Colorado,38.7489,-104.7142,39612,1840074635
Marlborough,MA,Massachusetts,42.3494,-71.5468,39597,1840000427
Milton,GA,Georgia,34.1353,-84.3138,39587,1840014738
Issaquah,WA,Washington,47.544,-122.0471,39509,1840018422
Waipahu,HI,Hawaii,21.3858,-158.0103,39469,1840023258
Essex,MD,Maryland,39.3024,-76.4457,39437,1840005675
Bartlesville,OK,Oklahoma,36.7357,-95.9453,39301,1840018977
Lancaster,TX,Texas,32.5922,-96.7737,39228,1840020714
Streamwood,IL,Illinois,42.0209,-88.1778,39228,1840011328
Germantown,TN,Tennessee,35.0829,-89.7825,39225,1840013473
Annapolis,MD,Maryland,38.9706,-76.5047,39223,1840005928
Carol Stream,IL,Illinois,41.9182,-88.1308,39203,1840010169
Asheboro,NC,North Carolina,35.7158,-79.8129,39192,1840013400
Culver City,CA,California,34.0058,-118.3968,39185,1840019243
Kalispell,MT,Montana,48.2156,-114.3262,39182,1840018350
Arecibo,PR,Puerto Rico,18.4491,-66.7387,39176,1630023566
Lynnwood,WA,Washington,47.8284,-122.3033,39141,1840019788
Mooresville,NC,North Carolina,35.5849,-80.8265,39132,1840016215
Brookfield,WI,Wisconsin,43.064,-88.1231,39115,1840003012
Crestview,FL,Florida,30.748,-86.5784,39072,1840015007
Horizon West,FL,Florida,28.4417,-81.6145,39065,1840038926
Clinton,MD,Maryland,38.7499,-76.9063,39018,1840005949
Moses Lake,WA,Washington,47.128,-119.2761,39002,1840019817
New Castle,PA,Pennsylvania,40.9956,-80.3459,38930,1840000938
Olive Branch,MS,Mississippi,34.961,-89.8469,38924,1840014641
Enterprise,AL,Alabama,31.3276,-85.8459,38914,1840001548
Sun City,AZ,Arizona,33.6165,-112.2819,38877,1840019311
